Time,Status,Pressure,Temperature,BMP Altitude,Max Altitude,Accel_X,Accel_Y,Accel_Z,Rotation_X,Rotation_Y,Rotation_Z,Latitude,Longitude,GPS Altitude,Voltage
2492,0,92243.875,27.989999771118164,785.0618286132812,2338.76904296875,-0.07182604819536209,-0.3208230137825012,10.764330863952637,4.8065185546875,-0.12969970703125,-0.93841552734375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
2602,0,92241.8125,27.989999771118164,785.246826171875,2338.76904296875,-0.07182604819536209,-0.33997663855552673,10.745177268981934,4.76837158203125,-0.0762939453125,-1.04522705078125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
2712,0,92244.5546875,27.989999771118164,785.0010986328125,2338.76904296875,-0.05267243832349777,-0.33518823981285095,10.687716484069824,4.81414794921875,-0.1373291015625,-1.01470947265625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.133999824523926
2822,0,92240.4375,27.989999771118164,785.3709716796875,2338.76904296875,-0.06224924325942993,-0.33997663855552673,10.72602367401123,4.81414794921875,0.03814697265625,-0.96893310546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
2932,0,92241.4140625,27.979999542236328,785.2838134765625,2338.76904296875,-0.08619125932455063,-0.3208230137825012,10.793061256408691,4.72259521484375,-0.11444091796875,-1.068115234375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
3042,0,92242.8203125,27.989999771118164,785.156982421875,2338.76904296875,-0.05267243832349777,-0.3208230137825012,10.74996566772461,4.7149658203125,0.0,-0.86212158203125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.133999824523926
3152,0,92241.125,27.989999771118164,785.3075561523438,2338.76904296875,-0.05746084079146385,-0.3447650372982025,10.759542465209961,4.70733642578125,0.03814697265625,-0.91552734375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
3262,0,92242.171875,27.989999771118164,785.215087890625,2338.76904296875,-0.090979665517807,-0.3064578175544739,10.721235275268555,4.76837158203125,-0.06866455078125,-0.96893310546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
3372,0,92241.453125,27.989999771118164,785.2785034179688,2338.76904296875,-0.07182604819536209,-0.33997663855552673,10.788272857666016,4.79888916015625,-0.05340576171875,-1.0223388671875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
3482,0,92240.40625,27.989999771118164,785.3736572265625,2338.76904296875,-0.033518824726343155,-0.31603461503982544,10.764330863952637,4.78363037109375,-0.1678466796875,-0.9613037109375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
3592,0,92241.09375,27.989999771118164,785.3102416992188,2338.76904296875,-0.038307227194309235,-0.3064578175544739,10.745177268981934,4.82177734375,-0.0457763671875,-0.92315673828125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
3712,0,92239.359375,27.979999542236328,785.4661254882812,2338.76904296875,-0.06224924325942993,-0.325611412525177,10.745177268981934,4.791259765625,0.08392333984375,-0.946044921875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
3822,0,92243.1875,27.989999771118164,785.1226196289062,2338.76904296875,-0.07182604819536209,-0.33518823981285095,10.773907661437988,4.81414794921875,0.06866455078125,-0.9002685546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
3932,0,92240.375,27.979999542236328,785.3762817382812,2338.76904296875,-0.05746084079146385,-0.33039984107017517,10.793061256408691,4.76837158203125,0.0457763671875,-0.99945068359375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
4042,0,92241.453125,27.989999771118164,785.2785034179688,2338.76904296875,-0.06703764945268631,-0.35913026332855225,10.769119262695312,4.6844482421875,0.152587890625,-0.96893310546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
4152,0,92243.1484375,27.989999771118164,785.1279296875,2338.76904296875,-0.033518824726343155,-0.33997663855552673,10.711658477783203,4.64630126953125,-0.091552734375,-0.96893310546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.139999866485596
4262,0,92241.4140625,27.979999542236328,785.2838134765625,2338.76904296875,-0.05267243832349777,-0.3447650372982025,10.740388870239258,4.81414794921875,0.0,-1.0223388671875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
4372,0,92240.40625,27.989999771118164,785.3736572265625,2338.76904296875,-0.043095629662275314,-0.325611412525177,10.764330863952637,4.69970703125,-0.030517578125,-1.03759765625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
4482,0,92242.1015625,27.979999542236328,785.2203979492188,2338.76904296875,-0.10055647045373917,-0.31603461503982544,10.745177268981934,4.7149658203125,0.03814697265625,-1.007080078125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
4602,0,92242.1015625,27.979999542236328,785.2203979492188,2338.76904296875,-0.038307227194309235,-0.33518823981285095,10.721235275268555,4.6234130859375,0.05340576171875,-0.9918212890625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
4712,0,92240.6875,27.979999542236328,785.3472290039062,2338.76904296875,-0.07661445438861847,-0.3016694188117981,10.793061256408691,4.75311279296875,-0.1983642578125,-1.02996826171875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
4822,0,92243.109375,27.979999542236328,785.1305541992188,2338.76904296875,-0.05746084079146385,-0.33039984107017517,10.711658477783203,4.67681884765625,-0.14495849609375,-0.9765625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
4932,0,92244.796875,27.969999313354492,784.9799194335938,2338.76904296875,-0.06224924325942993,-0.2968810200691223,10.74996566772461,4.7454833984375,0.0457763671875,-1.04522705078125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
5042,0,92242.7421875,27.969999313354492,785.1622314453125,2338.76904296875,-0.043095629662275314,-0.325611412525177,10.72602367401123,4.669189453125,-0.0457763671875,-0.98419189453125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
5152,0,92241.328125,27.969999313354492,785.2890625,2338.76904296875,-0.05746084079146385,-0.33997663855552673,10.764330863952637,4.8065185546875,0.152587890625,-1.0223388671875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
5262,0,92239.609375,27.969999313354492,785.4450073242188,2338.76904296875,-0.07661445438861847,-0.325611412525177,10.78348445892334,4.75311279296875,-0.091552734375,-0.9765625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
5372,0,92242.703125,27.969999313354492,785.1675415039062,2338.76904296875,-0.05746084079146385,-0.31603461503982544,10.74996566772461,4.7760009765625,-0.00762939453125,-0.91552734375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.139999866485596
5492,0,92243.75,27.969999313354492,785.0724487304688,2338.76904296875,-0.06703764945268631,-0.31603461503982544,10.682928085327148,4.6539306640625,0.02288818359375,-0.9307861328125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.133999824523926
5602,0,92241.984375,27.959999084472656,785.23095703125,2338.76904296875,-0.07661445438861847,-0.33518823981285095,10.730812072753906,4.81414794921875,-0.0762939453125,-1.0223388671875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
5712,0,92238.8125,27.950000762939453,785.5162963867188,2338.76904296875,-0.07182604819536209,-0.3016694188117981,10.78348445892334,4.72259521484375,-0.1068115234375,-0.96893310546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
5822,0,92244.0078125,27.959999084472656,785.0486450195312,2338.76904296875,-0.05267243832349777,-0.33039984107017517,10.72602367401123,4.82940673828125,-0.11444091796875,-1.04522705078125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.125999927520752
5932,0,92237.109375,27.950000762939453,785.6695556640625,2338.76904296875,-0.06224924325942993,-0.325611412525177,10.759542465209961,4.81414794921875,-0.05340576171875,-1.04522705078125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
6042,0,92240.8671875,27.950000762939453,785.3313598632812,2338.76904296875,-0.05267243832349777,-0.3064578175544739,10.740388870239258,4.63104248046875,0.05340576171875,-0.99945068359375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
6152,0,92244.578125,27.940000534057617,784.9984130859375,2338.76904296875,-0.047884032130241394,-0.3064578175544739,10.769119262695312,4.69207763671875,0.0,-0.95367431640625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
6262,0,92241.1484375,27.940000534057617,785.3075561523438,2338.76904296875,-0.06224924325942993,-0.325611412525177,10.745177268981934,4.669189453125,0.06866455078125,-0.9002685546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.133999824523926
6382,0,92241.109375,27.93000030517578,785.3102416992188,2338.76904296875,-0.05746084079146385,-0.33997663855552673,10.797849655151367,4.69970703125,-0.09918212890625,-1.04522705078125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
6492,0,92241.796875,27.93000030517578,785.2494506835938,2338.76904296875,-0.08140285313129425,-0.325611412525177,10.764330863952637,4.67681884765625,-0.02288818359375,-1.0833740234375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
6602,0,92238.046875,27.940000534057617,785.5850219726562,2338.76904296875,-0.038307227194309235,-0.3495534360408783,10.773907661437988,4.730224609375,-0.03814697265625,-0.96893310546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
6712,0,92242.1875,27.940000534057617,785.2124633789062,2338.76904296875,-0.033518824726343155,-0.31603461503982544,10.802638053894043,4.63104248046875,0.0762939453125,-0.93841552734375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
6822,0,92241.46875,27.940000534057617,785.2785034179688,2338.76904296875,-0.07661445438861847,-0.31603461503982544,10.812214851379395,4.70733642578125,0.02288818359375,-0.93841552734375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
6932,0,92245.265625,27.940000534057617,784.9376831054688,2338.76904296875,-0.047884032130241394,-0.31124621629714966,10.793061256408691,4.79888916015625,-0.03814697265625,-0.95367431640625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
7042,0,92241.078125,27.93000030517578,785.3128662109375,2338.76904296875,-0.043095629662275314,-0.3064578175544739,10.754754066467285,4.78363037109375,-0.1220703125,-0.95367431640625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
7152,0,92243.1328125,27.93000030517578,785.1279296875,2338.76904296875,-0.06224924325942993,-0.31603461503982544,10.764330863952637,4.76837158203125,-0.1220703125,-1.0223388671875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.133999824523926
7272,0,92246.6328125,27.940000534057617,784.8134765625,2338.76904296875,-0.047884032130241394,-0.31124621629714966,10.6925048828125,4.69970703125,0.03814697265625,-0.95367431640625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
7382,0,92242.8046875,27.93000030517578,785.156982421875,2338.76904296875,-0.05267243832349777,-0.2825157940387726,10.754754066467285,4.73785400390625,-0.213623046875,-0.98419189453125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
7492,0,92238.328125,27.93000030517578,785.55859375,2338.76904296875,-0.038307227194309235,-0.3064578175544739,10.759542465209961,4.852294921875,0.09918212890625,-1.068115234375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
7602,0,92242.125,27.93000030517578,785.2203979492188,2338.76904296875,-0.047884032130241394,-0.31124621629714966,10.788272857666016,4.730224609375,-0.06103515625,-1.10626220703125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.125999927520752
7712,0,92241.7265625,27.920000076293945,785.2547607421875,2338.76904296875,-0.05746084079146385,-0.2968810200691223,10.773907661437988,4.6539306640625,-0.091552734375,-0.99945068359375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
7822,0,92243.75,27.920000076293945,785.0724487304688,2338.76904296875,-0.05746084079146385,-0.33039984107017517,10.769119262695312,4.6844482421875,-0.0457763671875,-0.95367431640625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
7932,0,92242.078125,27.93000030517578,785.2230224609375,2338.76904296875,-0.09576806426048279,-0.31603461503982544,10.759542465209961,4.7607421875,0.0457763671875,-1.0223388671875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
8042,0,92239.3046875,27.920000076293945,785.471435546875,2338.76904296875,-0.090979665517807,-0.31603461503982544,10.797849655151367,4.82940673828125,0.0152587890625,-0.93841552734375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
8162,0,92237.8984375,27.920000076293945,785.5982055664062,2338.76904296875,-0.043095629662275314,-0.33518823981285095,10.745177268981934,4.93621826171875,0.12969970703125,-1.07574462890625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
8272,0,92244.390625,27.90999984741211,785.0142822265625,2338.76904296875,-0.05267243832349777,-0.31603461503982544,10.716446876525879,4.69970703125,-0.09918212890625,-0.9307861328125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
8382,0,92241.328125,27.920000076293945,785.2890625,2338.76904296875,-0.07661445438861847,-0.28730419278144836,10.730812072753906,4.7760009765625,0.06103515625,-0.98419189453125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
8492,0,92243.6640625,27.899999618530273,785.080322265625,2338.76904296875,-0.023942016065120697,-0.35913026332855225,10.716446876525879,4.7454833984375,0.0152587890625,-0.90789794921875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
8602,0,92242.328125,27.90999984741211,785.201904296875,2338.76904296875,-0.08140285313129425,-0.31124621629714966,10.74996566772461,4.69207763671875,-0.06103515625,-1.02996826171875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
8712,0,92238.90625,27.90999984741211,785.5084228515625,2338.76904296875,-0.06703764945268631,-0.3495534360408783,10.797849655151367,4.67681884765625,-0.12969970703125,-0.9002685546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
8822,0,92243.703125,27.90999984741211,785.0776977539062,2338.76904296875,0.7326257228851318,-0.2537853717803955,10.285490036010742,4.72259521484375,-0.34332275390625,-1.0986328125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
8932,0,92243.703125,27.90999984741211,785.0776977539062,2338.76904296875,-0.06224924325942993,-0.33039984107017517,10.764330863952637,4.70733642578125,-0.03814697265625,-0.9765625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
9052,0,92242.328125,27.90999984741211,785.201904296875,2338.76904296875,-0.047884032130241394,-0.3495534360408783,10.740388870239258,4.7607421875,-0.03814697265625,-0.96893310546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.133999824523926
9162,0,92244.0234375,27.90999984741211,785.0486450195312,2338.76904296875,-0.028730420395731926,-0.33039984107017517,10.6925048828125,4.7760009765625,-0.05340576171875,-0.93841552734375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
9272,0,92243.3359375,27.90999984741211,785.1094360351562,2338.76904296875,-0.06703764945268631,-0.31124621629714966,10.702081680297852,4.79888916015625,0.00762939453125,-0.9765625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
9382,0,92237.53125,27.90999984741211,785.632568359375,2338.76904296875,-0.06224924325942993,-0.31603461503982544,10.74996566772461,4.7454833984375,-0.03814697265625,-1.10626220703125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
9492,0,92240.59375,27.90999984741211,785.3577880859375,2338.76904296875,-0.043095629662275314,-0.3064578175544739,10.74996566772461,4.79888916015625,-0.00762939453125,-0.99945068359375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
9602,0,92240.5234375,27.899999618530273,785.3630981445312,2338.76904296875,0.047884032130241394,-0.31124621629714966,10.711658477783203,4.7760009765625,-0.26702880859375,-0.99945068359375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
9712,0,92239.515625,27.899999618530273,785.452880859375,2338.76904296875,-0.05746084079146385,-0.31124621629714966,10.807426452636719,4.7760009765625,-0.05340576171875,-0.95367431640625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
9822,0,92238.4296875,27.889999389648438,785.5506591796875,2338.76904296875,-0.07182604819536209,-0.31124621629714966,10.764330863952637,4.72259521484375,0.06866455078125,-1.09100341796875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
9942,0,92242.875,27.889999389648438,785.1516723632812,2338.76904296875,-0.06224924325942993,-0.3064578175544739,10.72602367401123,4.82177734375,-0.0152587890625,-0.96893310546875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
10052,0,92244.921875,27.889999389648438,784.9667358398438,2338.76904296875,-0.06224924325942993,-0.31603461503982544,10.697293281555176,4.73785400390625,0.05340576171875,-1.0528564453125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
10162,0,92243.59375,27.889999389648438,785.0856323242188,2338.76904296875,-0.06224924325942993,-0.3016694188117981,10.721235275268555,4.82940673828125,0.06103515625,-0.9765625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
10272,0,92246.65625,27.889999389648438,784.8108520507812,2338.76904296875,-0.043095629662275314,-0.3447650372982025,10.730812072753906,4.7454833984375,0.06866455078125,-0.87738037109375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
10382,0,92244.5625,27.889999389648438,785.0010986328125,2338.76904296875,-0.033518824726343155,-0.33997663855552673,10.697293281555176,4.81414794921875,-0.12969970703125,-0.9613037109375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
10492,0,92244.6015625,27.889999389648438,784.9957885742188,2338.76904296875,-0.033518824726343155,-0.3064578175544739,10.740388870239258,4.669189453125,-0.02288818359375,-0.95367431640625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
10602,0,92243.8828125,27.889999389648438,785.0618286132812,2338.76904296875,-0.06224924325942993,-0.31124621629714966,10.754754066467285,4.730224609375,0.03814697265625,-1.0528564453125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
10712,0,92243.921875,27.889999389648438,785.0565795898438,2338.76904296875,0.11971008032560349,-0.3064578175544739,10.687716484069824,4.7760009765625,-0.3662109375,-0.946044921875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.125999927520752
10832,0,92243.5546875,27.889999389648438,785.0909423828125,2338.76904296875,-0.07661445438861847,-0.3208230137825012,10.6925048828125,4.69970703125,-0.06103515625,-0.9613037109375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
10942,0,92239.03125,27.8799991607666,785.497802734375,2338.76904296875,-0.17238251864910126,-0.31124621629714966,10.8505220413208,4.84466552734375,0.25177001953125,-1.24359130859375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
11052,0,92241.5,27.889999389648438,785.27587890625,2338.76904296875,-0.043095629662275314,-0.33997663855552673,10.74996566772461,4.79888916015625,-0.18310546875,-0.9307861328125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
11162,0,92242.1484375,27.8799991607666,785.2177734375,2338.76904296875,-0.08140285313129425,-0.31603461503982544,10.730812072753906,4.75311279296875,0.02288818359375,-1.0528564453125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.133999824523926
11272,0,92246.9453125,27.8799991607666,784.784423828125,2338.76904296875,-0.038307227194309235,-0.33039984107017517,10.730812072753906,4.72259521484375,0.05340576171875,-0.99945068359375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
11382,0,92242.1484375,27.8799991607666,785.2177734375,2338.76904296875,-0.047884032130241394,-0.33039984107017517,10.706870079040527,4.67681884765625,-0.152587890625,-1.1138916015625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
11492,0,92243.515625,27.8799991607666,785.0935668945312,2338.76904296875,-0.07182604819536209,-0.3447650372982025,10.735600471496582,4.7149658203125,0.17547607421875,-1.068115234375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
11602,0,92242.4609375,27.8799991607666,785.1886596679688,2338.76904296875,-0.06224924325942993,-0.3543418347835541,10.730812072753906,4.78363037109375,-0.1068115234375,-1.007080078125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
11722,0,92245.890625,27.8799991607666,784.8795166015625,2338.76904296875,-0.06703764945268631,-0.33039984107017517,10.802638053894043,4.72259521484375,0.0457763671875,-1.02996826171875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
11832,0,92242.4296875,27.8700008392334,785.1913452148438,2338.76904296875,-0.047884032130241394,-0.31603461503982544,10.764330863952637,4.73785400390625,-0.0457763671875,-1.007080078125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
11942,0,92244.84375,27.8700008392334,784.9746704101562,2338.76904296875,-0.08140285313129425,-0.31124621629714966,10.802638053894043,4.8065185546875,-0.0457763671875,-0.92315673828125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
12052,0,92243.1484375,27.8799991607666,785.1279296875,2338.76904296875,-0.05267243832349777,-0.31124621629714966,10.711658477783203,4.7607421875,-0.09918212890625,-1.01470947265625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.136000156402588
12162,0,92242.4296875,27.8700008392334,785.1913452148438,2338.76904296875,-0.05746084079146385,-0.3016694188117981,10.72602367401123,4.7607421875,-0.22125244140625,-0.90789794921875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
12272,0,92241.75,27.8700008392334,785.2520751953125,2338.76904296875,-0.028730420395731926,-0.33518823981285095,10.711658477783203,4.8065185546875,0.0,-0.9765625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
12382,0,92240.015625,27.8700008392334,785.4080200195312,2338.76904296875,-0.090979665517807,-0.325611412525177,10.740388870239258,4.73785400390625,0.06866455078125,-1.09100341796875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
12492,0,92242.0625,27.8700008392334,785.2256469726562,2338.76904296875,-0.047884032130241394,-0.3064578175544739,10.730812072753906,4.69970703125,-0.030517578125,-0.9613037109375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
12612,0,92240.328125,27.8700008392334,785.381591796875,2338.76904296875,-0.08619125932455063,-0.31124621629714966,10.745177268981934,4.7149658203125,-0.1068115234375,-0.9918212890625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
12722,0,92243.765625,27.8700008392334,785.0724487304688,2338.76904296875,-0.05746084079146385,-0.3447650372982025,10.754754066467285,4.669189453125,-0.06866455078125,-0.91552734375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
12832,0,92242.03125,27.860000610351562,785.2283325195312,2338.76904296875,-0.10534487664699554,-0.28730419278144836,10.72602367401123,4.7149658203125,0.06103515625,-0.9307861328125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
12942,0,92244.0859375,27.860000610351562,785.0433349609375,2338.76904296875,-0.06224924325942993,-0.3064578175544739,10.764330863952637,4.75311279296875,0.03814697265625,-1.01470947265625,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
13052,0,92241.671875,27.860000610351562,785.260009765625,2338.76904296875,0.0,-0.33039984107017517,10.716446876525879,4.8065185546875,-0.20599365234375,-0.98419189453125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.131999969482422
13162,0,92244.375,27.860000610351562,785.0169067382812,2338.76904296875,-0.019153613597154617,-0.325611412525177,10.721235275268555,4.7454833984375,0.09918212890625,-0.93841552734375,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
13272,0,92242.0,27.860000610351562,785.23095703125,2338.76904296875,-0.033518824726343155,-0.325611412525177,10.769119262695312,4.63104248046875,0.00762939453125,-0.9307861328125,-21.771705627441406,-43.38125991821289,913.0399780273438,5.130000114440918
13382,0,92243.6875,27.860000610351562,785.0776977539062,2338.76904296875,-0.05267243832349777,-0.3543418347835541,10.745177268981934,4.67681884765625,-0.00762939453125,-1.0223388671875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
13502,0,92240.578125,27.850000381469727,785.3577880859375,2338.76904296875,-0.06703764945268631,-0.33039984107017517,10.773907661437988,4.669189453125,0.09918212890625,-0.90789794921875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.078000068664551
13612,0,92243.6796875,27.850000381469727,785.080322265625,2338.76904296875,-0.05746084079146385,-0.3543418347835541,10.74996566772461,4.7607421875,-0.23651123046875,-0.946044921875,-21.771705627441406,-43.38125991821289,913.0399780273438,5.0960001945495605
